,key,title,authors,abstract,year_published,tags
95,rayyan-354359383,Automated Assessment of Learning Objectives in Programming Assignments,"Rump A., Fehnker A., Mader A.","Individual feedback is a core ingredient of a personalised learning path. However, it also is time-intensive and, as a teaching form, it is not easily scalable. In order to make individual feedback realisable for larger groups of students, we develop tool support for teaching assistants to use in the process of giving feedback. In this paper, we introduce Apollo, a tool that automatically analyses code uploaded by students with respect to their progression towards the learning objectives of the course. First, typical learning objectives in Computer Science courses are analysed on their suitability for automated assessment. A set of learning objectives is analysed further to get an understanding of what achievement of these objectives looks like in code. Finally, this is implemented in Apollo, a tool that assesses the achievement of learning objectives in Processing projects. Early results suggest an agreement in assessment between Apollo and teaching assistants. © 2021, Springer Nature Switzerland AG.",2021,"['approach:semi_automatic', 'data:internal_assignments', 'data_available:on_request', 'evaluation:compared_to_human', 'feedback:personalised_feedback', 'interaction:unknown', 'language:java', 'skill:correctness', 'skill:maintainability', 'skill:readability', 'technique:code_metrics', 'technique:static_analysis', 'tool:apollo', 'tool:atelier', 'tool:pmd', 'type:description', 'type:evaluation']"
96,rayyan-354359385,Towards understanding the effective design of automated formative feedback for programming assignments,"Hao Q., Smith IV D.H., Ding L., Ko A., Ottaway C., Wilson J., Arakawa K.H., Turcan A., Poehlman T., Greer T.","Background and Context: automated feedback for programming assignments has great potential in promoting just-in-time learning, but there has been little work investigating the design of feedback in this context. Objective: to investigate the impacts of different designs of automated feedback on student learning at a fine-grained level, and how students interacted with and perceived the feedback. Method: a controlled quasi-experiment of 76 CS students, where students of each group received a different combination of three types of automated feedback for their programming assignments. Findings: feedback addressing the gap between expected and actual outputs is critical to effective learning; feedback lacking enough details may lead to system gaming behaviors. Implications: the design of feedback has substantial impacts on the efficacy of automated feedback for programming assignments; more research is needed to extend what is known about effective feedback design in this context. © 2021 Informa UK Limited, trading as Taylor & Francis Group.",2021,"['approach:fully_automated', 'data:internal_assignments', 'data_available:False', 'evaluation:auto_graders', 'evaluation:student_survey', 'feedback:personalised_feedback', 'feedback:unit_testing', 'interaction:multiple', 'language:java', 'skill:correctness', 'technique:ci', 'technique:test_cases', 'tool:travis', 'type:evaluation_paper']"
97,rayyan-354359386,Nudging student learning strategies using formative feedback in automatically graded assessments,"Zamprogno L., Holmes R., Baniassad E.","Automated assessment tools are widely used as a means for providing formative feedback to undergraduate students in computer science courses while helping those courses simultaneously scale to meet student demand. While formative feedback is a laudable goal, we have observed many students trying to debug their solutions into existence using only the feedback given, while losing context of the learning goals intended by the course staff. In this paper, we detail two case studies from second and third-year undergraduate software engineering courses indicating that using only nudges about where students should focus their efforts can improve how they act on generated feedback. By carefully reasoning about errors uncovered by our automated assessment approaches, we have been able to create feedback for students that helps them to revisit the learning outcomes for the assignment or course. This approach has been applied to both multiple-choice feedback in an online quiz taking system and automated assessment of student programming tasks. We have found that student performance has not suffered and that students reflect positively about how they investigate automated assessment failures. © 2020 ACM.",2020,"['approach:fully_automated', 'data:internal_assignments', 'data_available:False', 'evaluation:student_survey', 'feedback:nudge_theory', 'feedback:personalised_feedback', 'feedback:test_output', 'feedback:unit_testing', 'interaction:multiple', 'language:typescript', 'skill:code_quality', 'skill:correctness', 'technique:test_cases', 'tool:autotest', 'tool:checkstyle', 'type:description', 'type:evaluation']"
98,rayyan-354359387,Student Refactoring Behaviour in a Programming Tutor,"Keuning H., Heeren B., Jeuring J.","Producing high-quality code is essential for professionals working on maintainable software. However, awareness of code quality is also important for novices. In addition to writing programs meeting functional requirements, teachers would like to see their students write understandable, concise and efficient code. Unfortunately, time to address these qualitative aspects is limited. We have developed a tutoring system for programming that teaches students to refactor functionally correct code, focussing on the method-level. The tutoring system provides automated feedback and layered hints. This paper describes the results of a study of 133 students working with the tutoring system. We analyse log data to see how they approach the exercises, and how they use the hints and feedback to refactor code. In addition, we analyse the results of a student survey. We found that students with some background in programming were generally able to identify issue in code and solve them (on average 92%), that they used hints at various levels, and we noticed occasional learning in recurring issues. They struggled most with simplifying complex control flow. Students generally valued the topic of code quality and working with the tutor. Finally, we derive improvements for the tutoring system to strengthen students' comprehension of refactoring. © 2020 ACM.",2020,"['approach:fully_automated', 'data:internal_assignments', 'data_available:False', 'evaluation:analytics', 'evaluation:student_survey', 'feedback:dsl_rules', 'feedback:personalised_feedback', 'feedback:unit_testing', 'interaction:multiple', 'language:c#', 'skill:code_quality', 'skill:correctness', 'skill:refactoring', 'technique:pre_defined_questions', 'technique:test_cases', 'tool:refactortutor', 'type:description', 'type:evaluation']"
99,rayyan-354359388,Customizable and scalable automated assessment of C/C++ programming assignments,"Delgado-Pérez P., Medina-Bulo I.","The correction of exercises in programming courses is a laborious task that has traditionally been performed in a manual way. This situation, in turn, delays the access by students to feedback that can contribute significantly to their training as future professionals. Over the years, several approaches have been proposed to automate the assessment of students' programs. Static analysis is a known technique that can partially simulate the process of manual code review performed by lecturers. As such, it is a plausible option to assess whether students' solutions meet the requirements imposed on the assignments. However, implementing a personalized analysis beyond the rules included in existing tools may be a complex task for the lecturer without a mechanism that guides the work. In this paper, we present a method to provide automated and specific feedback to immediately inform students about their mistakes in programming courses. To that end, we developed the CAC++ library, which enables constructing tailored static analysis programs for C/C++ practices. The library allows for great flexibility and personalization of verifications to adjust them to each particular task, overcoming the limitations of most of the existing assessment tools. Our approach to providing specific feedback has been evaluated for a period of three academic years in a course related to object-oriented programming. The library allowed lecturers to reduce the size of the static analysis programs developed for this course. During this period, the academic results improved and undergraduates positively valued the aid offered when undertaking the implementation of assignments. © 2020 Wiley Periodicals LLC",2019,"['approach:fully_automated', 'data:internal_assignments', 'data_available:False', 'evaluation:student_survey', 'feedback:test_output', 'interaction:single', 'language:c++', 'skill:code_design', 'skill:correctness', 'technique:dsl_rules', 'technique:test_cases', 'tool:cac++', 'type:description', 'type:evaluation']"
100,rayyan-354359390,CLIK: Cloud-based Linux kernel practice environment and judgment system,"Park H., Kim Y.","Assignments on kernel programming are essential parts of operating system (OS) courses taught to computer science students to provide them a deep understanding of real-world OSs. However, these assignments require tremendous effort from both students and instructors. Students are routinely flustered by the daunting task of building a practice environment from scratch; instructors are pressurized for time while validating a student's work that requires several kernel installations and reboots. To minimize this effort, we propose CLIK, a cloud-based Linux kernel practice environment supporting automatic judgment. It provides students with an individual and easy-to-use kernel practice environment and instructors with a fast and easy evaluation of students' work with live feedback. Our experiences with two assignments from a real-world OS course carried out on CLIK show that CLIK can successfully provide Linux kernel environments for 40 students and help instructors greatly by validating their kernels within one minute using parallel and automated judgments. We also describe detailed lessons learned from developing CLIK that will help both researchers and instructors building similar systems. © 2020 The Authors. Computer Applications in Engineering Education published by Wiley Periodicals LLC",2020,"['approach:fully_automated', 'data:internal_assignments', 'data_available:False', 'evaluation:auto_graders', 'feedback:unit_testing', 'interaction:unknown', 'language:kernal', 'skill:correctness', 'technique:test_cases', 'tool:clik', 'type:description', 'type:evaluation']"
101,rayyan-354359391,The Impact of Iterative Assessment System on Programming Learning Behavior,"Yan Y.-X., Wu J.-P., Nguyen B.-A., Chen H.-M.","Automated programming assessment systems (APAS) are useful supporting tools adopted in novice programming courses. They allow educators to reduce the amount of work required for homework assessment as well as students to have feedback and correct their code. In this study, we analyzed students' learning behavior from an APAS, called ProgEdu, which provides an iterative learning environment for object-oriented programming courses. Answers to research questions are obtained by mean of a quantitative research. Analysis results showed that all expectations about the system effectiveness are satisfied: 1) almost students agree with the assessment method and feedback given by the system; 2) iterative learning is helpful in improving students' programming skill; 3) and it facilitates students to pay more attention to code quality. This study also points out issues of the current system and propose suggestions to improve system performance. © 2020 ACM.",2020,"['approach:fully_automated', 'data:internal_assignments', 'data_available:False', 'evaluation:student_survey', 'feedback:style_check', 'feedback:test_output', 'interaction:multiple', 'language:java', 'skill:code_quality', 'skill:correctness', 'skill:maintainability', 'skill:readability', 'technique:unit_testing', 'tool:progedu', 'tool:progedu4group', 'type:evaluation_paper']"
102,rayyan-354359392,Café: Automatic correction and feedback of programming challenges for a CS1 course,"Liénardy S., Leduc L., Verpoorten D., Donnet B.","This paper introduces Café (“Correction Automatique et Feedback des Étudiants”), an on-line platform designed to assess and deliver automatic feedback and feedforward information to CS1 students, both on process and products of series of programming exercises, targeting especially an informal Loop Invariant for building the code. The paper reports on the first trials of Café with a group of 80 students. Results show that Café is used, usable, and appreciated by students. © 2020 Association for Computing Machinery. ACM ISBN 978-1-4503-7686-0/20/02...$15.00",2020,"['approach:fully_automated', 'data:internal_assignments', 'data_available:False', 'evaluation:student_survey', 'feedback:dsl_rules', 'feedback:personalised_feedback', 'interaction:multiple', 'language:C', 'skill:correctness', 'technique:dsl_rules', 'technique:test_cases', 'technique:unit_testing', 'tool:cafe', 'type:description', 'type:evaluation']"
103,rayyan-354359393,Analysing hint based problem solving strategy among novice programmers through gamification technique,"Jannat F., Sazki A.C., Bashar S.B.","All programming and computer science-related courses require problem-solving skills and abilities. Problem-solving skill is one of the most demanding skills in this area. On the other hand, it is also highly noticeable that novice programmers and new programmers face huge amounts of difficulties and obstacles when it comes to solving problems. This research paper analyses the common behaviours and patterns that new programmers make when they tackle problems. At the same time, this research work proposed a noble hint based gamification method for novice programmers to better understand their abilities and improve their skills in a more engaging way. The proposed method had been evaluated with some novice programmers in two-way testing. We also compared the new method with the conventional method in the field level. The evaluation analysis of this work showed that the participants exposed in the proposed method did better than the participants exposed in conventional method. © ECGBL 2020.All right reserved.",2021,"['approach:fully_automated', 'data:none', 'data_available:False', 'evaluation:none', 'feedback:gamified', 'feedback:program_repair', 'feedback:static_analysis', 'interaction:unknown', 'language:python', 'skill:code_quality', 'technique:program_repair', 'technique:static_analysis', 'tool:pylint', 'type:description']"
104,rayyan-354359394,RefacTutor: An Interactive Tutoring System for Software Refactoring,"Haendler T., Neumann G., Smirnov F.","While software refactoring is considered important to manage software complexity, it is often perceived as difficult and risky by software developers and thus neglected in practice. In this article, we present refacTutor, an interactive tutoring system for promoting software developers’ practical competences in software refactoring. The tutoring system provides immediate feedback to the users regarding the quality of the software design and the functional correctness of the (modified) source code. In particular, after each code modification (refactoring step), the user can review the results of run-time regression tests and compare the actual software design (as-is) with the targeted design (to-be) in order to check quality improvement. For this purpose, structural and behavioral diagrams of the Unified Modeling Language (UML2) representing the as-is software design are automatically reverse-engineered from source code. The to-be UML design diagrams can be pre-specified by the instructor. To demonstrate the technical feasibility of the approach, we provide a browser-based software prototype in Java accompanied by a collection of exercise examples. Moreover, we specify a viewpoint model for software refactoring, allocate exercises to competence levels and describe an exemplary path for teaching and training. © 2020, Springer Nature Switzerland AG.",2019,"['approach:fully_automated', 'data:none', 'data_available:False', 'evaluation:none', 'feedback:diagram_generation', 'feedback:static_analysis', 'feedback:unit_testing', 'interaction:unknown', 'language:java', 'skill:code_quality', 'skill:correctness', 'skill:refactoring', 'technique:test_cases', 'technique:uml', 'tool:refactutor', 'type:description']"
105,rayyan-354359395,Enhancing a theory-focused course through the introduction of automatically assessed programming exercises - lessons learned,"Soll M., Kobras L., Johannsen M., Biemann C.","In this paper, we describe our lessons learned during the introduction of automatically assessed programming exercises to a Bachelor's level course on algorithms and data structures in the Winter semester 2019/2020, which is yearly taken by around 300 students. The course used to mostly focus on theoretical and formal aspects of selected algorithms and data structures. While still maintaining the primary focus of a theoretical computer science course, we introduce a secondary objective of enhancing programming competence by giving practical programming exercises based on select topics from the course. With these assignments, the students should improve their understanding of the theoretical aspects as well as their programming skills. The programming assignments were given in regular intervals during lecture period with a thematic alignment between assignments and lectures. To compensate for the new set of tasks, the workload of assignments on theoretical aspect was reduced. We describe the different experiences and lessons learned through the introduction and conduction of these exercises. A user study with 44 participants shows that the introduction was perceived well by the students, although improvements are still possible, especially in the area of feedback to the students. © 2020 for this paper by its authors. Use permitted under Creative Commons License Attribution 4.0 International (CC BY 4.0).",2020,"['approach:fully_automated', 'data:bespoke_assignment', 'data_available:False', 'evaluation:student_survey', 'evaluation:user_study', 'feedback:test_output', 'interaction:multiple', 'language:java', 'language:python', 'skill:correctness', 'technique:test_cases', 'technique:unit_testing', 'tool:coderunner', 'type:experience_report']"
106,rayyan-354359396,Automatic feedback provision in teaching computational science,"Fangohr H., O’Brien N., Hovorka O., Kluyver T., Hale N., Prabhakar A., Kashyap A.","We describe a method of automatic feedback provision for students learning computational science and data science methods in Python. We have implemented, used and refined this system since 2009 for growing student numbers, and summarise the design and experience of using it. The core idea is to use a unit testing framework: the teacher creates a set of unit tests, and the student code is tested by running these tests. With our implementation, students typically submit work for assessment, and receive feedback by email within a few minutes after submission. The choice of tests and the reporting back to the student is chosen to optimise the educational value for the students. The system very significantly reduces the staff time required to establish whether a student’s solution is correct, and shifts the emphasis of computing laboratory student contact time from assessing correctness to providing guidance. The self-paced nature of the automatic feedback provision supports a student-centred learning approach. Students can re-submit their work repeatedly and iteratively improve their solution, and enjoy using the system. We include an evaluation of the system from using it in a class of 425 students. © Springer Nature Switzerland AG 2020.",2020,"['approach:fully_automated', 'data:internal_assignments', 'data_available:True', 'evaluation:analytics', 'evaluation:student_survey', 'feedback:style_check', 'feedback:unit_testing', 'interaction:multiple', 'language:python', 'skill:correctness', 'skill:readability', 'technique:test_cases', 'tool:afps', 'type:description', 'type:evaluation']"
107,rayyan-354359397,Towards Answering “Am I on the Right Track?” Automatically using Program Synthesis,"Feldman M.Q., Wang Y., Byrd W.E., Guimbretière F., Andersen E.","Students learning to program often need help completing assignments and understanding why their code does not work as they expect it to. One common place where they seek such help is at teaching assistant office hours. We found that teaching assistants in introductory programming (CS1) courses frequently answer some variant of the question “Am I on the Right Track?”. The goal of this work is to develop an automated tool that provides similar feedback for students in real-time from within an IDE as they are writing their program. Existing automated tools lack the generality that we seek, often assuming a single approach to a problem, using hand-coded error models, or applying sample fixes from other students. In this paper, we explore the use of program synthesis to provide less constrained automated answers to “Am I on the Right Track” (AIORT) questions. We describe an observational study of TA-student interactions that supports targeting AIORT questions, as well as the development of and design considerations behind a prototype integrated development environment (IDE). The IDE uses an existing program synthesis engine to determine if a student is on the right track and we present pilot user studies of its use. © 2019 Copyright held by the owner/author(s). Publication rights licensed to ACM.",2019,"['approach:fully_automated', 'data:internal_assignments', 'data_available:False', 'evaluation:manual_grading', 'evaluation:student_survey', 'feedback:personalised_feedback', 'feedback:program_repair', 'interaction:multiple', 'language:scheme', 'skill:correctness', 'technique:model_solution_req', 'technique:program_synthesis', 'tool:aiort', 'type:description', 'type:evaluation']"
108,rayyan-354359398,Static analyses in python programming courses,"Liu D., Petersen A.","Students learning to program often rely on feedback from the compiler and from instructor-provided test cases to help them identify errors in their code. This feedback focuses on functional correctness, and the output, which is often phrased in technical language, may be difficult to for novices to understand or effectively use. Static analyses may be effective as a complementary aid, as they can highlight common errors that may be potential sources of problems. In this paper, we introduce PyTA, a wrapper for pylint that provides custom checks for common novice errors as well as improved messages to help students fix the errors that are found. We report on our experience integrating PyTA into an existing online system used to deliver programming exercises to CS1 students and evaluate it by comparing exercise submissions collected from the integrated system to previously collected data. This analysis demonstrates that, for students who chose to read the PyTA output, we observed a decrease in time to solve errors, occurrences of repeated errors, and submissions to complete a programming problem. This suggests that PyTA, and static analyses in general, may help students identify functional issues in their code not highlighted by compiler feedback and that static analysis output may help students more quickly identify debug their code. © 2019 Copyright held by the owner/author(s).",2019,"['approach:fully_automated', 'data:internal_assignments', 'data_available:False', 'evaluation:analytics', 'evaluation:correlation_grades', 'feedback:personalised_feedback', 'feedback:static_analysis', 'interaction:multiple', 'language:python', 'skill:code_quality', 'technique:static_analysis', 'tool:pcrs', 'tool:pylint', 'tool:pyta', 'type:evaluation_paper']"
109,rayyan-354359401,Automatic diagnosis and correction of logical errors for functional programming assignments,"Lee J., Song D., So S., Oh H.","We present FixML, a system for automatically generating feedback on logical errors in functional programming assignments. As functional languages have been gaining popularity, the number of students enrolling functional programming courses has increased significantly. However, the quality of feedback, in particular for logical errors, is hardly satisfying. To provide personalized feedback on logical errors, we present a new error-correction algorithm for functional languages, which combines statistical error-localization and type-directed program synthesis enhanced with components reduction and search space pruning using symbolic execution. We implemented our algorithm in a tool, called FixML, and evaluated it with 497 students' submissions from 13 exercises, including not only introductory but also more advanced problems. Our experimental results show that our tool effectively corrects various and complex errors: it fixed 43% of the 497 submissions in 5.4 seconds on average and managed to fix a hard-to-find error in a large submission, consisting of 154 lines. We also performed user study with 18 undergraduate students and confirmed that our system actually helps students to better understand their programming errors. © 2018 Copyright held by the owner/author(s).",2018,"['approach:fully_automated', 'data:internal_assignments', 'data_available:True', 'evaluation:user_study', 'feedback:personalised_feedback', 'feedback:program_repair', 'interaction:unknown', 'language:ocaml', 'skill:correctness', 'technique:code_repair_for_feedback', 'technique:model_solution_req', 'technique:test_cases', 'tool:fixml', 'type:description', 'type:evaluation']"
110,rayyan-354359403,Teaching how to program using automated assessment and functional glossy games (Experience Report),"Almeida J.B., MacEdo N., Proenca J.","Our department has long been an advocate of the functional-first school of programming and has been teaching Haskell as a first language in introductory programming course units for 20 years. Although the functional style is largely beneficial, it needs to be taught in an enthusiastic and captivating way to fight the unusually high computer science drop-out rates and appeal to a heterogeneous population of students. This paper reports our experience of restructuring, over the last 5 years, an introductory laboratory course unit that trains hands-on functional programming concepts and good software development practices. We have been using game programming to keep students motivated, and following a methodology that hinges on test-driven development and continuous bidirectional feedback. We summarise successes and missteps, and how we have learned from our experience to arrive at a model for comprehensive and interactive functional game programming assignments and a general functionally-powered automated assessment platform, that together provide a more engaging learning experience for students. In our experience, we have been able to teach increasingly more advanced functional programming concepts while improving student engagement. © 2018 author(s).",2018,"['approach:fully_automated', 'data:internal_assignments', 'data_available:False', 'evaluation:anecdotal', 'feedback:gamified', 'interaction:multiple', 'language:Haskell', 'skill:code_quality', 'skill:correctness', 'skill:maintainability', 'skill:readability', 'technique:code_metrics', 'technique:static_analysis', 'technique:style_check', 'technique:test_cases', 'technique:unit_testing', 'tool:haap', 'type:experience_report']"
111,rayyan-354359404,An automated assessment system for analysis of coding convention violations in Java programming assignments*,"Chen H.-M., Chen W.-H., Lee C.-C.","Coding conventions are a set of coding guidelines used by software developers to improve the readability of source code and increase software maintainability. Understanding coding conventions has become an indispensable discipline in software engineering; however, many university-level programming courses fail to prepare their students in this regard. In this study, we examined the distribution of coding convention violations in the assignments of programming courses where coding conventions are neglected. We then developed an automated system by which students can submit their programs and obtain immediate feedback on their coding assignments. Moreover, the system reduces the workload on instructors by providing insight into the quality of the code presented by students. © 2018 Journal of Information Science and Engineering. All Rights Reserved.",2017,"['approach:fully_automated', 'data:internal_assignments', 'data_available:False', 'evaluation:usage', 'feedback:style_check', 'interaction:multiple', 'language:java', 'skill:code_quality', 'skill:correctness', 'skill:readability', 'technique:static_analysis', 'technique:test_cases', 'tool:checkstyle', 'tool:progedu', 'type:description', 'type:evaluation']"
112,rayyan-354359405,Soploon: A virtual assistant to help teachers to detect object-oriented errors in students’ source codes,"Vallejos S., Berdun L.S., Armentano M.G., Soria Á., Teyseyre A.R.","When checking students’ source codes, teachers tend to overlook some errors. This work introduces Soploon, a tool that automatically detects novice programmer errors. By using this tool, teachers can reduce the number of overlooked errors. Thus, students receive a more complete and exhaustive feedback about their errors and misconceptions. © 2018 Wiley Periodicals, Inc.",2018,"['approach:semi_automatic', 'data:internal_assignments', 'data_available:False', 'evaluation:compared_to_human', 'evaluation:manual_grading', 'feedback:static_analysis', 'interaction:single', 'language:java', 'skill:correctness', 'skill:maintainability', 'skill:oop', 'technique:dsl_rules', 'technique:matching_rules', 'tool:soploon', 'type:description', 'type:evaluation']"
113,rayyan-354359406,ViDA: A virtual debugging advisor for supporting learning in computer programming courses,"Lee V.C.S., Yu Y.T., Tang C.M., Wong T.L., Poon C.K.","Many students need assistance in debugging to achieve progress when they learn to write computer programs. Face-to-face interactions with individual students to give feedback on their programs, although definitely effective in facilitating their learning, are becoming difficult to achieve with ever-growing class sizes. This paper proposes a novel approach to providing practical automated debugging advice to support students' learning, based on the strong relationship observed between common wrong outputs and the corresponding common bugs in students' programs. To implement the approach, we designed a generic system architecture and process, and developed a tool called Virtual Debugging Advisor (ViDA) that was put into use in classes in a university. To evaluate the effectiveness of ViDA, a controlled experiment and a survey were conducted with first year engineering students in an introductory computer programming course. Results are encouraging, showing that (a) a higher proportion of students could correct their faulty code themselves with ViDA enabled, (b) an overwhelming majority of respondents found ViDA helpful for their learning of programming, and (c) most respondents would like to keep ViDA enabled when they practice writing programs. © 2018 John Wiley & Sons Ltd",2018,"['approach:semi_automatic', 'data:internal_assignments', 'data_available:False', 'evaluation:student_survey', 'evaluation:with_without', 'feedback:test_output', 'interaction:multiple', 'language:language__agnostic', 'skill:correctness', 'technique:test_cases', 'technique:unit_testing', 'tool:pass', 'type:description', 'type:evaluation']"
114,rayyan-354359407,Providing meaningful feedback for autograding of programming assignments,"Haldeman G., Tjang A., Babeş-Vroman M., Bartos S., Shah J., Yucht D., Nguyen T.D.","Autograding systems are increasingly being deployed to meet the challenge of teaching programming at scale. We propose a methodology for extending autograders to provide meaningful feedback for incorrect programs. Our methodology starts with the instructor identifying the concepts and skills important to each programming assignment, designing the assignment, and designing a comprehensive test suite. Tests are then applied to code submissions to learn classes of common errors and produce classifiers to automatically categorize errors in future submissions. The instructor maps the errors to concepts and skills and writes hints to help students find their misconceptions and mistakes. We have applied the methodology to two assignments from our Introduction to Computer Science course. We used submissions from one semester of the class to build classifiers and write hints for observed common errors. We manually validated the automatic error categorization and potential usefulness of the hints using submissions from a second semester. We found that the hints given for erroneous submissions should be helpful for 96% or more of the cases. Based on these promising results, we have deployed our hints and are currently collecting submissions and feedback from students and instructors. © 2018 Association for Computing Machinery.",2018,"['approach:semi_automatic', 'data:internal_assignments', 'data_available:False', 'evaluation:compared_to_human', 'feedback:dsl_rules', 'feedback:hints', 'feedback:unit_testing', 'interaction:unknown', 'language:unknown_language', 'skill:correctness', 'technique:knowledge_base', 'technique:test_cases', 'tool:CSF', 'type:description', 'type:evaluation']"
115,rayyan-354359408,ArTEMiS - An automatic assessment management system for interactive learning,"Krusche S., Seitz A.","The increasing number of students in computer science courses leads to high efforts in manual assessment of exercises. Existing assessment systems are not designed for exercises with immediate feedback in large classes. In this paper, we present an AuTomated assEssment Management System for interactive learning. ArTEMiS assesses solutions to programming exercises automatically and provides instant feedback so that students can iteratively solve the exercise. It is open source and highly scalable based on version control, regression testing and continuous integration. ArTEMiS offers an online code editor with interactive exercise instructions, is programming language independent and applicable to a variety of computer science courses. By using it, students gain experiences in version control, dependency management and continuous integration. We used ArTEMiS in 3 university and 1 online courses and report about our experiences. We figured out that ArTEMiS is suitable for beginners, helps students to realize their progress and to gradually improve their solutions. It reduces the effort of instructors and enhances the learning experience of students. © 2018 Association for Computing Machinery.",2018,"['approach:fully_automated', 'data:internal_assignments', 'data_available:False', 'evaluation:engagement', 'feedback:static_analysis', 'feedback:test_output', 'interaction:multiple', 'language:java', 'skill:correctness', 'technique:ci', 'technique:test_cases', 'technique:unit_testing', 'tool:artemis', 'type:description', 'type:evaluation']"
116,rayyan-354359409,Linkage objects for generalized instruction in coding (logic),"Carmichael T., Blink M.J., Stamper J., Gieske E.","Linkage Objects for Generalized Instruction in Coding (LOGIC) is an intelligent system for online tutoring which detects errors among programming exercises to improve understanding of student progress. This system represents an implementation of the Hint Factory method for automated hint generation. In this approach, variables and their dependencies are abstracted from correct coding solutions to determine all the possible paths towards a solution, regardless of the programming language or variable names. Incomplete programs can be compared to these unique paths after code normalization, and the next best line can be supplied in the form of a hint. Errors are recorded based on discrepancy between best-match and the student's code. The final report categorizing all errors is compiled to benefit the teacher's effectiveness, highlighting common errors made by students. Copyright © 2018, Association for the Advancement of Artificial Intelligence (www.aaai.org). All rights reserved.",2018,"['approach:fully_automated', 'data:internal_assignments', 'data_available:False', 'evaluation:auto_graders', 'feedback:hints', 'feedback:machine_learning', 'interaction:multiple', 'language:language__agnostic', 'skill:correctness', 'technique:ml', 'technique:pattern_matching', 'tool:cloudcoder', 'tool:logic', 'type:description', 'type:evaluation']"
117,rayyan-354359410,Automated data-driven hints for computer programming students,"Chow S., Yacef K., Koprinska I., Curran J.","Formative feedback is essential for learning computer programming but is also a challenge to automate because of the many solutions a programming exercise can have. Whilst programming tutoring systems can easily generate automated feedback on how correct a program is, they less often provide some personalised guidance on how to improve or fix the code. In this paper, we present an approach for generating hints using previous student data. Utilising a range of techniques such as filtering, clustering and pattern mining, four different types of data-driven hints are generated: input suggestion, code-based, concept and pre-emptive hints. We evaluated our approach with data from 5529 students using the Grok Learning platform for teaching programming in Python. The results show that we can generate various types of hints for over 90% of students with data from only 10 students, and hence, reduce the coldstart problem. © 2017 ACM.",2017,"['approach:fully_automated', 'data:grok', 'data_available:on_request', 'evaluation:analytics', 'feedback:hints', 'feedback:static_analysis', 'feedback:suggest_similar', 'interaction:multiple', 'language:python', 'skill:correctness', 'technique:unit_testing', 'tool:grok', 'type:description', 'type:evaluation']"
118,rayyan-354359411,Learning and teaching numerical methods with a system for automatic assessment,"Jerše G., Lokar M.","The emphasis in several courses at technical facilities is on using a computer to perform numerical methods. Instead of focusing on mathematical rigorousness such courses usually concentrate on demonstrating the practical usage of numerical mathematical methods to the students. The practical usage of numerical methods is best learned by exposing the students to a large set of exercises, which they have tn solve The process of solving problems has to be supervised in order to provide the students with a swift feedback about the quality of their solutions. The following paper presents a web system for automatic assessment called Projekt Tomo, which was developed as a support tool for leaching programming and numerical methods oriented classes. © 2017 Research Information Ltd.",2017,"['approach:fully_automated', 'data:none', 'data_available:False', 'evaluation:none', 'feedback:test_output', 'interaction:multiple', 'language:octave', 'language:python', 'skill:correctness', 'technique:dsl_rules', 'technique:unit_testing', 'tool:project_tomo', 'type:description']"
119,rayyan-354359412,Ask-Elle: an Adaptable Programming Tutor for Haskell Giving Automated Feedback,"Gerdes A., Heeren B., Jeuring J., van Binsbergen L.T.","Ask-Elle is a tutor for learning the higher-order, strongly-typed functional programming language Haskell. It supports the stepwise development of Haskell programs by verifying the correctness of incomplete programs, and by providing hints. Programming exercises are added to Ask-Elle by providing a task description for the exercise, one or more model solutions, and properties that a solution should satisfy. The properties and model solutions can be annotated with feedback messages, and the amount of flexibility that is allowed in student solutions can be adjusted. The main contribution of our work is the design of a tutor that combines (1) the incremental development of different solutions in various forms to a programming exercise with (2) automated feedback and (3) teacher-specified programming exercises, solutions, and properties. The main functionality is obtained by means of strategy-based model tracing and property-based testing. We have tested the feasibility of our approach in several experiments, in which we analyse both intermediate and final student solutions to programming exercises, amongst others. © 2016, International Artificial Intelligence in Education Society.",2016,"['approach:fully_automated', 'data:internal_assignments', 'data_available:False', 'evaluation:student_survey', 'feedback:dsl_rules', 'feedback:hints', 'interaction:multiple', 'language:Haskell', 'skill:code_design', 'skill:correctness', 'technique:model_solution_req', 'technique:property_based_testing', 'tool:ask_elle', 'type:description', 'type:evaluation']"
